fund_name,type,order,aic,residuals
Victoria Capital Dynamic European Fund Limited USD,Hedge Fund,"(0, 0, 0)",330.39183788338283,"[-3.36 -1.23  2.18  0.45  0.37  0.34 -0.19  1.49 -0.66  1.76 -1.64  0.61
 -0.27 -2.31 -1.83 -4.29 -3.68  3.1  -0.13  0.43  0.56  0.79  0.07 -0.27
 -1.53  1.16  0.38  0.14 -0.69 -1.27 -0.15  0.52  0.62 -0.04  0.64 -0.35
 -0.27 -0.27  0.85 -0.05  0.55  0.72  0.02 -0.1  -1.01  0.72 -0.19  0.78
  0.63 -0.25 -0.36  0.45 -0.47 -0.88  0.79 -1.11 -0.3   2.3  -0.56  1.73
  0.23 -2.24  0.18 -3.89 -3.19  1.16 -0.44 -2.35 -0.81 -0.74  0.83  1.74
  0.65 -0.57  0.47  0.61 -0.17 -0.4  -0.85  0.4  -0.68  0.94  0.22 -0.5
  0.55 -0.63 -0.32 -0.04  0.24  0.53 -0.49  0.35  0.56 -1.65 -0.91  0.83
  0.67 -0.4   0.66 -0.95]"
Gems Recovery Portfolio EUR,Fund of Funds,"(4, 0, 0)",331.9015004460806,"[-4.03       -0.5541513   2.23816656 -0.6292907   2.57130832  0.35825256
 -0.12637604  1.18993286  0.70400494  1.09310983 -1.58830861  0.5703786
 -1.44904137 -1.41811439  0.38991466 -3.22354886 -2.64276908  1.44289652
 -0.28665775 -1.52532226  1.29797745  1.34238708  0.33492844 -2.81702589
  0.48004251 -0.17211174  2.17110743 -0.31339672  1.44165491 -0.3945239
 -0.54446837 -0.09256907  1.89092554  0.84765931  0.24538783  0.15094743
  0.01079207 -2.00641109  0.66645489  0.1618694   1.46315268  0.00837675
  1.44268048  0.2210098  -1.52013459  1.82502592 -0.36423228  0.13046688
  0.14352848  1.32656429 -1.18998982  0.50298393 -0.74704722 -1.72216483
  0.09911131  0.50655695 -0.35921701  2.14181898 -0.22224361  0.16021673
  0.07476028 -0.91386606 -0.12437572 -1.72854165 -1.42429173 -0.20935068
  0.01488832 -0.28258693 -1.80752931 -1.2310388  -0.25103662  1.09685484
 -0.5148679  -1.32570987  1.57272257  0.4289372  -0.17007012 -0.91987018
 -0.21280634 -0.08801628  1.00512548  0.76204343  1.6447497  -0.23987381
 -0.9332993  -0.28333029  1.55042261  0.46842956  0.06517376  0.53081939
  0.4098314  -0.81459784  1.02392334 -1.32340001  0.01182442 -1.89403779
  2.3465072   0.261446    0.58177943 -0.28596645]"
"Bodleian Partners A, L.P.",Fund of Funds,"(1, 0, 0)",332.1421507599449,"[-2.79174222 -0.24472354  1.1878456  -0.5549041   1.37095287  1.09211765
 -1.08778282  2.39262629  1.00980657  0.615494   -0.72975481  0.26319393
 -0.65884808 -1.60737371 -0.06927568 -3.72784183 -2.26251198  2.60404166
 -1.94460553  0.00587361  2.36496687  0.76345198  0.43174906 -1.12714516
 -1.58429594  0.30661079  0.77777558  1.23957802  0.90492635 -0.016478
  0.21536497  1.28760603  1.42399012 -0.29534271  1.3334925   0.49445824
  1.22696837 -2.08731471  1.85717843 -0.99012341  1.42673982  0.52164954
  1.23650025  0.99268529 -0.70142823  1.9718891  -0.7248746  -0.60306113
  0.84215817  0.45546449 -0.9108901  -0.20877806 -0.22456501 -2.41680607
  1.12266681 -0.43286209 -1.31633795  2.48998713 -0.31935672 -0.04603938
  0.50974757 -0.79958527 -0.54101912 -2.11606888 -1.79452449  0.96584411
 -0.90202538 -1.80111864 -2.41348873 -0.20575929  1.05373207  1.33275532
 -0.17366929 -1.08286209  1.46018618  0.46342248 -0.1049041  -0.19202538
  0.63329345  0.42135097  1.46499638 -0.10861953 -0.55463503  0.0822577
 -0.46530219 -0.70867854  0.50205865 -0.98426644  1.24794512  0.23379107
 -0.49276256  0.98048475  1.62920943 -1.92805189 -1.10178581  0.16176008
  0.61048475 -0.21323068  0.01469781 -0.74118867]"
A.R.T. Absolute Return Target Fund F Equity Strategy (USD),Fund of Funds,"(0, 0, 0)",332.8122506871497,"[-1.8322 -1.6822  0.5978  0.0678  1.5178  0.8478  0.5478  1.3078  0.2478
  0.2578 -0.3722  0.8878 -0.1322 -0.1022  0.1278 -3.3422 -2.2822  0.5778
 -0.8322 -0.4222  1.0978  1.1478  0.0678  0.3778 -2.2622 -0.8022  0.1678
  0.1178 -1.4122 -0.8922  0.4878 -0.0122  1.9378  0.0878  1.3378  0.2078
  1.1878 -0.8922  0.6878 -0.9422  2.1078  0.5778  1.2778  1.2778 -0.2022
  2.5478 -1.2122 -1.3422  1.3678  1.4078 -1.4322  1.1578 -0.3122  0.2978
  1.8378  0.5778 -0.7122  1.0078  0.9578 -0.7122  1.4178 -0.6722  0.5478
 -2.5022 -3.9022  1.7778  0.7578  0.0978 -4.5722 -1.9522 -0.7422 -0.3922
  0.7178 -0.9522  0.8278 -0.3622  0.2878 -0.7222 -1.0322 -0.1322  0.6978
  0.5578  1.3478  0.5278  1.1778 -1.1422  1.4078  0.9178 -0.6322  0.5578
 -1.1622 -0.3422  1.9478 -0.7622 -0.8622  0.2578  0.2278 -0.7022 -0.5822
 -0.0922]"
Gems Recovery Portfolio USD,Fund of Funds,"(4, 0, 0)",333.2951503870153,"[-4.03       -0.53041186  2.26755588 -0.68624797  2.82351     0.34665873
 -0.18349225  1.20055102  0.86665787  1.01965057 -1.71041384  0.41700858
 -1.36484475 -1.48786693  0.37799917 -3.25359513 -2.21613875  1.40297327
 -0.32168624 -1.64243073  1.51442405  1.36772072  0.36018625 -2.82512229
  0.67867292 -0.21477526  2.18850577 -0.31065429  1.54095194 -0.3968739
 -0.61971521 -0.0391334   1.87590554  0.80872301  0.24394385  0.14671164
  0.04029229 -2.0144109   0.67346258  0.16474596  1.50052841  0.17735862
  1.39207359  0.19667355 -1.56912516  1.8560828  -0.35299299  0.22558272
  0.07223023  1.30352446 -1.20939303  0.52129213 -0.72116752 -1.69620079
  0.08482075  0.41433382 -0.56058922  2.28932732 -0.19464404  0.1298986
  0.02761367 -0.83724526 -0.09501044 -1.75379854 -1.38904027 -0.14632554
  0.14174149 -0.25335856 -1.76283308 -1.25309293 -0.24416486  1.21244168
 -0.37642898 -1.25867105  1.64224923  0.51210702 -0.09244723 -0.87887562
 -0.16225021  0.00912711  1.12889127  0.77558796  1.73280258 -0.00860471
 -0.89836528 -0.25305373  1.63364915  0.58522124  0.12353217  0.42844988
  0.22155217 -0.06834921  1.12459342 -1.25902339 -0.10308933 -1.62232156
  2.44010065  0.41164184  0.70922369 -0.18869559]"
"Ventura Capital Partners, LLC",Hedge Fund,"(1, 0, 0)",333.4133692868036,"[-2.97        0.96118028  2.65026228  0.58999905  0.92563242  2.14650575
 -1.30672622  1.07982514  0.23947543  0.41598213 -0.05310083 -0.20109189
  0.0527074  -0.43366816 -0.46711774 -1.66882068 -2.66646203 -0.74667965
  1.77384396 -0.09100447  0.31816592  1.16441034 -0.23690013 -1.80292597
 -4.17484652  5.48471824 -0.13109285  0.65218284  0.12580728  1.01419177
  0.84122208 -0.10611423 -0.42668156  0.12454148  0.05903925  0.27903925
  0.77895182 -0.06947639  0.70890811 -0.15401787  0.28803478  0.79253255
  0.56139694 -0.16227122  0.55890811  0.23785992  0.21882068  0.76794735
 -0.02497862  1.08886439 -0.53419272  0.30445405 -0.46471634 -2.72445405
 -1.76432196 -1.87777154  2.16419368  0.10812221  0.93628813 -0.18768602
 -0.09742374  0.07995629 -2.97641927 -2.22702936  1.45969591  0.35842821
  1.07908296 -0.41497862  0.27174665  0.97803478  2.32589471 -1.45118028
  1.15720517  0.84768507  0.16484652  0.69414806  0.42314359  0.54956286
  1.87227026  0.12537014  1.2966806  -0.4417476   0.12244512  1.42161551
 -0.58794831  0.14441034  0.97986886 -0.50318826  0.93903925 -0.17131046
  0.38257626  0.11794735  0.01982514 -0.03192151  0.29995629 -0.0665067
  0.72903925  0.92331844 -0.20235864  0.32523995]"
EnTrustPermal Fixed Income Holdings N.V. USD A,Fund of Funds,"(3, 0, 2)",336.1586631533568,"[-2.4        -0.15651962  1.34600205  0.49206369  1.7225656   1.1938691
 -0.93747294  1.7236185   0.96242337  1.12424454 -0.51754436  0.47642399
 -0.77645051 -1.29973936  0.82982922 -2.70865002 -3.49619598  2.62889099
 -0.24824043 -0.23936651  2.02614399  0.91112123 -0.65958671 -0.49902474
 -1.09091431  0.55596333  1.47110959  0.81298685  0.8165983  -0.27565985
 -0.49890578  1.74925627  2.65361879 -0.17969099  0.53177162 -0.20427126
  1.13221169 -1.75183155  1.81930453 -1.21893032  1.19616564  1.08851114
  1.1568999   0.7458468  -1.48933566  1.71349402 -0.32337785  0.40733011
  0.73745968  0.64963114 -1.55565161  0.31697126 -0.72815104 -1.53656861
  1.77684609 -0.45237688  0.02462874  1.07126161  0.05008537 -0.41593658
  0.325875   -1.53064861  0.48135309 -1.82628542 -1.24731303 -2.13012594
  0.41918893 -0.98350695 -2.21493465 -0.66919877  1.9196446   1.88751865
  0.77687992 -1.50934404  0.78588085  0.04419398 -0.026732    0.86773588
  1.01650131  0.28909105 -1.08760617  1.14520777 -1.24238987  1.25225643
 -0.16948659  0.0172664   0.37135341 -0.13703978  1.05841508 -0.78160666
 -0.69847104  1.37839169  0.32938356 -1.41250903 -1.80293272 -0.54082692
  0.5784116   1.68528902  0.21116202 -0.94706839]"
"Lighthouse Credit Opportunities Fund, Ltd. Class B",Fund of Funds,"(2, 0, 0)",337.69899189371597,"[-2.36        0.32085947  2.2823564   0.28800516  0.92021512  1.23392751
 -0.6673707   3.73090312  0.68347581 -0.137255    0.12247744  0.06355372
  0.11512631 -1.27582473 -0.20927989 -1.9704859  -2.81621016  4.08154835
 -1.18670084 -0.51349586  2.88191929  1.22123208 -0.11743625 -0.34723054
 -1.83171814  0.53005432  0.68447317  0.5801835   0.88708354 -0.20160834
 -0.16823308  1.20901414  1.21056405 -0.33397242  0.96229804  0.11737415
  0.79714321 -1.60375362  0.92511147 -0.26996704  0.6399869   0.92202591
  0.34009261  2.74675401 -0.42184711  1.13626583 -0.49344222 -0.02099898
  0.14674364  1.33257875 -0.32346254 -0.94324144 -1.5710821  -1.82141066
  2.04012398 -0.47354296 -1.05193189  1.86992818 -0.36474038  1.1550721
  0.83338916 -2.83218422 -1.83056221 -1.17613829 -0.84356269  0.03633966
 -0.01910404 -0.30453958 -2.89537943 -0.25142595  0.67366911 -0.60531074
  2.08410393  0.4869045   0.64679605  0.6499362  -0.21460703  0.93071507
  0.14340002  1.04320704  0.95133112  0.2129525  -1.16683502  0.0222574
 -0.7159011   0.68618998  1.50554218 -0.95412881  0.08692946  0.30659087
 -0.17267642  1.04545315  0.866104    0.78081809 -1.75518698  1.30272346
  0.85214974  1.52814577 -0.91773233  0.54191023]"
EnTrustPermal Macro Holdings Ltd. EUR A,Fund of Funds,"(0, 0, 0)",338.48539534658215,"[-2.52 -0.96  0.89  1.04  2.01  1.48 -0.79  2.07 -0.29  0.6  -0.55  2.17
 -2.04 -1.37  1.21  0.33 -1.61 -0.26 -0.76 -0.42  1.19  1.1  -1.32 -0.71
 -0.8  -1.4   1.49  0.1   0.3  -1.2   0.1   1.8   2.2  -0.54  0.5   1.16
  1.34 -1.77 -0.4  -1.57 -0.29  0.4   0.98  0.8  -2.14  0.   -0.83 -1.12
 -0.23 -0.11 -0.06  0.4   1.4  -1.    1.8   0.76  1.43 -0.59  1.1  -1.71
  0.34 -1.53  0.9   1.09 -0.9  -2.05  1.61 -0.53  1.43  1.15 -3.53 -0.
 -1.29  1.42 -0.47 -2.16 -1.07 -0.56  0.31  0.3  -1.42 -1.23 -1.11 -0.49
 -1.09 -0.4   0.2  -1.11 -0.49  0.36 -0.37  0.13  4.45 -0.81 -1.4  -1.29
 -1.71 -2.   -1.87 -0.96]"
GAM Trading II - CHF Open,Fund of Funds,"(1, 0, 0)",341.2698952693891,"[-1.14        0.47292082 -0.30771107  1.06090456  2.60680125  2.00388043
 -1.02000525  1.49701888 -0.825215    0.24132407 -0.25632145  1.26520975
 -1.5794494  -1.75422915  0.81646304 -0.11535134 -0.90479025 -2.33687205
 -0.33013109  0.03617986  0.71756948  0.75499738  0.29097011  0.25645779
 -0.41652858 -2.2842344   2.38257735  0.58728106 -0.69916623 -2.11284478
  0.59604877  1.97006554  1.78561877  1.18298112 -0.88340588  2.84507342
 -0.61410856 -2.70298112 -1.44603303 -1.67145516 -0.99485579 -0.99555322
  1.65583639  1.33207655 -0.50611432 -0.36499738 -0.67617986 -0.7331227
  0.76902989  0.09117724  1.54840325  0.95402202  2.02853959  0.58936811
  1.52159675 -0.09785265 -0.37180388  1.3568065   1.38513371 -1.42722601
  0.89167279 -2.48403252  2.73945465 -0.87876247 -2.42561877 -0.30853434
  2.71374934 -1.4410514   0.90202151  0.21270319 -1.73159675 -0.05318825
 -0.23250131 -0.97777661  0.61125328  1.98173309 -0.5173676   0.52910068
 -0.61528055  1.26555847 -1.26514421 -0.4837441  -0.49187467 -0.9642344
 -1.05659412 -1.98659412 -0.4726324   1.27027792 -0.31889355  0.6968773
 -1.10340588  1.391602    1.09561877 -2.6047247   0.75674621  0.60756423
  1.1031935  -0.32722601  0.04902989 -0.40382014]"
"Lighthouse Credit Opportunities Fund, LP Class B",Fund of Funds,"(3, 0, 0)",342.3694334687903,"[-2.57058635  0.80981847  1.41600843  0.36868778  1.96927841  0.72812981
 -0.73339487  4.41325029  0.42057331 -0.2523107   0.15738149  0.37538625
 -0.26953453 -1.288151   -0.46317593 -2.20821203 -2.99759409  2.7486857
 -0.47895809 -0.30864126  1.58695349  1.34704575  0.3951298  -0.73598771
 -1.88765475  0.21116305  0.19347718  0.02320352  1.23425632 -0.20741629
 -0.29768389  0.57096234  0.79803884 -0.33754663  0.34935419 -0.15095002
  2.34846179 -1.75580144  0.70654948 -0.93056543  1.54537567  0.17627236
  0.28578672  2.64963607 -0.28030907  0.86161014 -0.88401954 -0.12496901
 -0.08089152  0.90470035 -0.3194137  -1.14270218 -2.08503321 -2.25506467
  1.28031945  0.63997408 -0.96362333  0.94158978 -0.10299146  1.72066709
  0.79959383 -2.88384672 -2.46753919 -1.74072773 -1.10688692 -0.67153931
 -0.18956957  1.85220043 -3.41441169 -0.75881187  0.19340417 -0.21571866
  1.46562041 -0.23126595  0.65416007  0.39832008  0.05117902  0.51971658
 -0.08498745  0.88323626  0.74789882  0.28158799 -1.35088091 -0.4651569
 -1.04173418  0.26175906  0.98937882 -0.88132548 -0.22262582 -0.19216169
 -0.19054849  0.83311345  0.55349397  0.71464186 -1.85342372  0.52642707
  0.48192582  1.54812056 -0.9480768   0.21892697]"
"Alternative Investments Institutional, Ltd.",Fund of Funds,"(0, 0, 1)",344.32466259398456,"[-2.98096641 -0.69206499  0.82130625  0.42991295  1.45050116  1.06032946
 -0.35932186  1.34302935  0.26246128  0.25498449 -0.2034758   1.35093571
 -0.44916689 -1.22846871  0.33201423 -3.53933867 -2.91210439  1.05872819
 -0.5589921  -0.63585222  1.32997571  0.95514943  0.97233804 -1.00120164
 -1.69478726  0.128044   -0.40733473  0.64291672  0.17663666 -0.4073415
  0.19291811  0.05930563  2.05682068  0.16546902  0.81495827 -0.10879215
  0.83143734 -1.01218571  1.25747471 -0.83992031  2.0819998   0.70028384
  1.27482295  0.33650714 -0.9902639   2.14296031 -2.00226987 -1.30863558
  1.88852313  0.53012681 -1.50013633  1.08795921 -1.7250117   0.13426817
  0.69138352 -0.26334419 -0.4167355   2.61485264 -0.36944745 -0.66488547
  1.41595458 -1.07255634  0.20990694 -2.4041929  -2.37586689  1.24829989
 -0.88803093 -0.7980927  -3.82661383 -2.03294533  0.64768147 -0.22434456
  1.03523324 -1.89415375  2.37909988  0.12910151  0.89244749 -0.85474964
 -0.80494637  0.35479756  1.94596952  0.33829678  0.93936756  0.69558803
 -0.03421004  0.36607852  1.30364642  1.51057147  0.14795904  1.54856413
 -1.45986485  0.16966603  2.38409397 -1.68192693 -1.19460434 -0.18495951
  1.07712261 -1.5427801  -0.43325909  0.24825537]"
Lighthouse Global Long/Short Fund L.P,Fund of Funds,"(0, 0, 0)",345.3930110842126,"[-2.9197 -2.2197  1.2203 -1.1097  0.8503  1.3503 -0.3297  1.6303 -0.6497
  0.6703  0.1703  1.6503 -1.5997 -1.9297  0.0803 -3.5497 -1.0997  1.2603
 -1.4697 -1.0797  1.2503  1.1903  1.1003  0.6703 -4.1697  0.0303 -0.3297
  0.6103  0.8503 -0.5997  0.3203 -0.0497  2.6803  0.0603  2.2003  1.0403
  0.5503  0.5103  1.7503 -0.7297  1.6703  0.7303  0.6503  1.9403  0.3903
  1.2703 -2.1397 -2.4397  0.7103  1.3703 -0.9697  1.1703 -0.5597 -0.2097
  0.7503  0.1303  0.5403  0.5203  1.1303 -0.9997  0.6503 -0.2397 -0.0897
 -1.2597 -1.4597  1.7503 -0.4397  1.1703 -4.0397 -1.1597 -0.8997  0.0403
  0.4703 -0.2297  1.1903 -0.6797  0.5003 -1.3697  0.7403 -0.1997  1.0203
 -0.2497  0.5503 -0.9797 -0.7797 -0.4297  0.2403  0.5203 -0.4697  1.5603
 -1.0397  0.6003  1.8703 -0.7497 -0.9497  0.3603  2.6003 -2.3897 -0.1597
 -1.0897]"
Lighthouse Global Long/Short Fund Ltd.,Fund of Funds,"(0, 0, 0)",345.4833175340475,"[-2.8759 -2.1859  1.2441 -1.0859  0.8541  1.3941 -0.3059  1.7041 -0.6359
  0.6641  0.1741  1.6641 -1.5959 -1.9159  0.1041 -3.5459 -1.0859  1.2741
 -1.4659 -1.0759  1.2641  1.1941  1.0641  0.5241 -4.1759  0.0141 -0.3059
  0.6141  0.8441 -0.5859  0.2641 -0.1059  2.6841  0.0741  2.1941  1.0541
  0.5441  0.4741  1.7741 -0.7259  1.6741  0.7541  0.6741  1.9341  0.3641
  1.2841 -2.1559 -2.4659  0.7241  1.3541 -0.9559  1.1741 -0.5759 -0.1959
  0.7541  0.1341  0.5641  0.5241  1.1441 -0.9859  0.6441 -0.2459 -0.0759
 -1.2659 -1.4559  1.7541 -0.4459  1.1741 -4.0259 -1.1659 -0.9159  0.0541
  0.4641 -0.2459  1.2041 -0.6859  0.4941 -1.3459  0.7341 -0.2159  1.0441
 -0.2359  0.5241 -0.9759 -0.7859 -0.4559  0.2241  0.5041 -0.4759  1.5641
 -1.0659  0.5741  1.8741 -0.7559 -0.9759  0.3641  2.5941 -2.3959 -0.1459
 -1.1359]"
"PSAM WorldArb Partners, L.P.",Hedge Fund,"(1, 0, 1)",345.6461946929585,"[-2.71852293  1.10432678  0.33027828  0.09410336  2.14461652 -1.103447
 -1.9264757   0.66795574  0.99580804  1.88631095 -0.04057927 -0.10613399
 -2.03728609 -1.77566667 -0.3733088  -2.47720547  0.166445    1.45676609
 -0.96174553  0.66474038  1.51760268  1.56611185  0.14922886 -0.83449064
 -1.46157211 -0.65316156  0.01600421  0.18148633  0.08155127 -0.66118545
  1.58318793  2.25668015  0.79500638 -0.46525773  0.69797955  1.40473576
  1.02538297 -2.09888924  0.89226427 -0.92781792  1.81523143  2.31296935
  0.30078231  0.39573181 -0.00886971  1.41729588 -0.70826967 -0.25006065
  0.11716353  0.18978931 -0.81303826  0.16166915  0.19966708 -3.99344799
  1.27126531 -1.800911   -1.51432572  1.41505093  0.41248776 -1.23258224
  0.86050144 -1.98897223 -1.18599698 -2.21858039 -1.5778008   1.47021498
 -1.86281616 -1.05166568 -0.38042986  0.5946296   2.20024283 -1.07061533
  2.3871427  -1.01346057  2.22965828  0.61902406 -0.35621993 -0.04340908
  0.0655567   1.15618194  0.80843847 -1.0492529  -0.13901864 -0.21147479
  1.14703979  0.13369346  1.46457798 -0.78660004  0.91405937  0.36273084
 -1.15579711  1.83101366  0.80727547 -0.18000347 -2.73877859  0.13180545
  1.13094545  1.24415994 -1.55890368 -0.6297956 ]"
PSAM WorldArb Fund Limited,Hedge Fund,"(1, 0, 1)",345.71340376991367,"[-2.70208508  1.103017    0.33588201  0.09802671  2.13805833 -1.09210684
 -1.9234134   0.67458005  0.98974137  1.87977817 -0.03857091 -0.10275306
 -2.04306678 -1.77627718 -0.36174872 -2.46860966  0.17675209  1.46308799
 -0.97983753  0.66157511  1.523121    1.56816157  0.14948889 -0.84255258
 -1.47548341 -0.65222135  0.02669386  0.17923631  0.07872934 -0.66408159
  1.58156981  2.36190625  0.77108417 -0.46181627  0.69533717  1.40380218
  1.0144376  -2.10740965  0.90070409 -0.93234965  1.81360594  2.30818478
  0.29366781  0.39111229  0.00779637  1.41237298 -0.72382037 -0.25063133
  0.1170802   0.17919633 -0.80262501  0.16140632  0.17850352 -3.98220281
  1.27669819 -1.80145237 -1.50287358  1.4353477   0.40531147 -1.22916431
  0.85582155 -1.99478981 -1.1773272  -2.22045682 -1.58697625  1.48271456
 -1.86759225 -1.05317197 -0.37160601  0.570961    2.15798622 -1.0412592
  2.37338005 -1.01941584  2.23733792  0.6516208  -0.39800421 -0.03580077
  0.06237653  1.15369271  0.81448194 -1.04478095 -0.14228922 -0.20381024
  1.1438263   0.11901819  1.46252073 -0.78077792  0.92120468  0.3574515
 -1.14998663  1.8385899   0.79045779 -0.19435719 -2.72976094  0.1241066
  1.12254761  1.25374642 -1.56340269 -0.6603082 ]"
"Alternative Investments Institutional, L.P.",Fund of Funds,"(0, 0, 1)",346.31562658256007,"[-2.99164514 -0.67948965  0.84346912  0.40787589  1.45107311  1.04783712
 -0.37587373  1.35878876  0.23758516  0.24751357 -0.21461103  1.34427986
 -0.46931005 -1.20121662  0.2954054  -3.54485949 -2.87307417  1.06316926
 -0.56915468 -0.63985069  1.32527768  0.93475626  0.95832465 -1.01671879
 -1.69407563  0.1308732  -0.40965094  0.63601681  0.16225245 -0.41636584
  0.18745375  0.04824129  2.13803162  0.10083356  0.8467773   0.00715143
  0.69682451 -1.0107599   1.29464922 -0.5386895   1.73363001  0.7773722
  1.29200356  0.69187665 -1.07970109  2.20940207 -2.09443914 -1.28345227
  1.89300316  0.64326764 -1.67929916  1.13771116 -1.75510604  0.14393321
  0.67755433 -0.26663623 -0.42458717  2.72921304 -0.40567444 -0.51483413
  1.27852516 -0.96523908  0.20490814 -2.65549381 -2.32339116  1.24554159
 -0.90818087 -0.79730185 -3.82102906 -2.01397613  0.6593293  -0.24273623
  1.01029843 -1.90784075  2.3766172   0.08977819  0.87914306 -0.86977458
 -0.80552049  0.35072966  1.98330157  0.40394452  0.86191403  0.7239123
 -0.04655646  0.54831756  1.09101938  1.56488562  0.12348212  1.57193069
 -1.49802547  0.17892007  2.53006742 -1.85305891 -1.20510567 -0.18376237
  1.1876785  -1.69579864 -0.39875808  0.23368583]"
Alternative Investments L.P.,Fund of Funds,"(0, 0, 1)",346.77176802432865,"[-3.11971514 -0.86518412  0.5821452   0.25125103  2.2932245   0.86075379
 -0.25093813  1.23728668  0.39853559  0.47563738 -0.21880413  1.70126784
 -0.66837013 -1.28452647  0.22088234 -3.66108738 -2.5039773   0.80929087
  0.0087011  -0.4813449   1.12044288  0.78042095  1.09410856 -0.66464651
 -2.15522391 -0.03603218 -0.37296616  0.81014307  0.01854148 -0.52318805
  0.11828029 -0.09186957  2.18749243 -0.18944214  0.87576821  0.4262496
  0.44044642 -0.87221271  1.41365415 -0.82449881  1.70471713  0.5309838
  1.45082924  0.67853813 -0.81680833  2.01327667 -2.31681076 -0.99576625
  1.98679628  0.58814913 -1.39987808  1.07248821 -1.63059693  0.08570287
  0.77423233 -0.01473228 -0.53695572  2.32085904 -0.7144223  -0.81590069
  1.60310666 -1.22998411  0.43066631 -2.32038085 -2.36509756  1.23327808
 -1.29071358 -0.53795879 -3.93895309 -2.08193182  0.86023989 -0.20084188
  0.60790343 -2.24357814  2.17051696  0.30373744  1.10339349 -0.97638562
 -0.5268338   0.18896316  1.85489122  0.51285553  0.82422475  0.69590392
 -0.02006102  0.32404237  1.38959029  1.54000845  0.59183447  1.37943164
 -1.37808879 -0.22159302  2.27179021 -1.73523149 -1.23469862 -0.05845064
  1.40123292 -1.49217226 -0.38022468  0.07150262]"
"Whitebox Multi-Strategy Partners, L.P.",Hedge Fund,"(1, 0, 0)",348.19216895012767,"[-3.68761667 -0.38108418  2.1222181  -0.23638872  1.4960681   2.91899992
 -0.94199099  1.94309992  0.90429992  1.1919681  -1.02725463 -0.28430236
 -0.73727054 -0.53553872 -0.64960236 -2.54444327 -3.60587281  3.98589537
 -2.12820917  0.41861355  2.93560901  0.56489992 -0.03748417 -1.3312819
 -2.69412508  1.23147719  0.51232264 -0.14534554  0.41396583  0.04036128
  0.3447431   0.7073931   2.8926931  -1.96002962  0.59688173 -0.2539319
  3.52428401 -2.06847508  1.08039764 -0.74269554  0.8767931   1.64191583
 -0.50296144  1.24529083  0.63447719  0.70831128 -0.43168872 -0.02087508
  0.21560901 -0.47877281 -0.23430236 -0.35485008 -0.78617508 -1.25092736
 -0.22942509  0.39930219  0.70935446 -0.28214781 -0.21142281  0.18889537
  0.08287037 -1.53064554 -1.87458418 -0.39463645 -0.8424819  -0.91841827
 -1.44677508 -1.10988418 -1.4991069  -0.97956599  1.24979764  1.28652719
 -0.2493569   0.29309992  0.80442492  1.07104992  1.0393181   1.82361128
 -1.39820917  2.23195219  1.48781583 -0.69195463 -0.9765819   0.53555673
  0.32122719 -0.73557508 -0.58750008 -0.9671819   0.62103401  0.08825901
 -1.14119326  0.57477946  0.5847431  -0.60698872 -0.86485008 -0.08686372
 -0.24375463  0.76218173  0.32355901 -0.40831372]"
GAM Composite AR EUR - Open,Fund of Funds,"(0, 0, 0)",349.36821692053326,"[-2.92 -1.38  0.38 -0.16  2.58  1.06  0.16  1.99 -0.68  1.16 -1.34  0.78
 -0.59 -1.5  -0.25 -2.53 -2.48  2.47 -0.89 -0.42  2.6   1.78  0.52 -0.52
 -2.49  0.18  1.66  0.84  0.65 -0.6   1.15  1.    2.62  0.91  1.32  1.29
  1.14 -2.06  1.6  -1.18  1.47  1.67  1.24  1.14 -1.06  1.85 -0.11 -0.4
  1.29  0.56 -0.71  1.51 -1.54 -0.17  0.86 -0.98  0.11  2.87 -0.16  0.41
  0.71 -1.85  0.21 -3.39 -2.19  3.51  0.25 -1.52 -3.13 -2.32  1.66  0.24
  0.47 -1.38  0.71  0.12  0.01 -0.46 -0.27  0.7   0.65  1.03  0.54  0.36
  0.15 -0.01  0.81  0.07  0.07  1.28  0.11  0.33  1.36 -1.19 -1.24  0.02
 -0.1  -0.61  0.62 -0.19]"
Schroder ISF Emerging Markets Debt Absolute Return A Acc USD,Hedge Fund,"(0, 0, 0)",349.74409641374723,"[-0.99  0.65  0.15  1.56  0.11  0.52 -2.64  0.92 -0.87  0.08  0.46  2.55
 -1.89 -0.11  0.42 -0.3  -1.17 -0.19 -0.23  0.12  0.15 -0.27 -1.08  0.04
 -1.71  0.59  0.39  0.12  0.78  0.7   1.08  2.59  1.37 -1.39 -0.59  1.05
 -0.48 -0.82 -0.19 -0.34  0.23  0.83 -1.08  0.38 -0.68  1.21  0.56  0.56
  1.18 -0.55 -0.59  1.59 -2.94  0.41  0.07 -1.97  1.14 -1.77 -1.03  0.97
 -1.34 -0.78 -0.74 -1.02 -0.68 -0.12 -0.84 -0.57  0.41  0.85  5.75  2.47
 -3.16  2.72  0.76 -0.04  0.62 -0.43 -2.72  0.58  1.36  1.29  0.59  0.57
  0.67  0.54  0.9   0.76 -0.79 -1.58  0.7   1.06  3.14 -0.98  0.54 -2.5
 -2.34 -1.23  0.64 -2.98]"
